class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,woods
edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
edible,convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,?,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods
edible,bell,smooth,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
edible,convex,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
edible,convex,fibrous,yellow,bruises,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods
poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,cinnamon,no,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods
edible,bell,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
edible,bell,scaly,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,flat,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths
edible,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,bell,scaly,white,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
edible,flat,fibrous,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods
poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,convex,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
edible,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,bell,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
edible,knobbed,scaly,red,bruises,none,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
edible,convex,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
edible,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,?,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,waste
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban
poisonous,bell,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,pink,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods
